county,office,candidate,party,absentee,early_votes,election_day,votes,district,,
Marion,Auditor,Fred Perryman,Lib,106,,297,403,,,
Marshall,Auditor,Fred Perryman,Lib,94,,252,346,,,
Mills,Auditor,Fred Perryman,Lib,80,,140,220,,,
Mitchell,Auditor,Fred Perryman,Lib,48,,105,153,,,
Monona,Auditor,Fred Perryman,Lib,21,,83,104,,,
Monroe,Auditor,Fred Perryman,Lib,20,,45,65,,,
Montgomery,Auditor,Fred Perryman,Lib,34,,86,120,,,
Muscatine,Auditor,Fred Perryman,Lib,112,,292,404,,,
O'Brien,Auditor,Fred Perryman,Lib,20,,88,108,,,
Osceola,Auditor,Fred Perryman,Lib,9,,22,31,,,
Page,Auditor,Fred Perryman,Lib,28,,84,112,,,
Palo Alto,Auditor,Fred Perryman,Lib,22,,43,65,,,
Plymouth,Auditor,Fred Perryman,Lib,38,,137,175,,,
Pocahontas,Auditor,Fred Perryman,Lib,17,,58,75,,,
Polk,Auditor,Fred Perryman,Lib,"1,589",,"3,696",5285,,,
Pottawattamie,Auditor,Fred Perryman,Lib,328,,744,1072,,,
Poweshiek,Auditor,Fred Perryman,Lib,47,,141,188,,,
Ringgold,Auditor,Fred Perryman,Lib,11,,37,48,,,
Sac,Auditor,Fred Perryman,Lib,17,,70,87,,,
Scott,Auditor,Fred Perryman,Lib,516,,"1,340",1856,,,
Shelby,Auditor,Fred Perryman,Lib,42,,68,110,,,
Sioux,Auditor,Fred Perryman,Lib,47,,173,220,,,
Story,Auditor,Fred Perryman,Lib,263,,912,1175,,,
Tama,Auditor,Fred Perryman,Lib,41,,152,193,,,
Taylor,Auditor,Fred Perryman,Lib,11,,40,51,,,
Union,Auditor,Fred Perryman,Lib,38,,72,110,,,
Van Buren,Auditor,Fred Perryman,Lib,18,,54,72,,,
Wapello,Auditor,Fred Perryman,Lib,104,,243,347,,,
Warren,Auditor,Fred Perryman,Lib,155,,474,629,,,
Washington,Auditor,Fred Perryman,Lib,72,,160,232,,,
Wayne,Auditor,Fred Perryman,Lib,20,,51,71,,,
Webster,Auditor,Fred Perryman,Lib,78,,274,352,,,
Winnebago,Auditor,Fred Perryman,Lib,28,,99,127,,,
Winneshiek,Auditor,Fred Perryman,Lib,49,,82,131,,,
Woodbury,Auditor,Fred Perryman,Lib,277,,621,898,,,
Worth,Auditor,Fred Perryman,Lib,21,,94,115,,,
Wright,Auditor,Fred Perryman,Lib,22,,86,108,,,
Adair,Treasurer ,Jeremy N. Davis,Rep,605,,"1,025",1630,,,
Adams,Treasurer ,Jeremy N. Davis,Rep,428,,446,874,,,
Allamakee,Treasurer ,Jeremy N. Davis,Rep,"1,062",,"1,730",2792,,,
Appanoose,Treasurer ,Jeremy N. Davis,Rep,882,,"1,766",2648,,,
Audubon,Treasurer ,Jeremy N. Davis,Rep,541,,686,1227,,,
Benton,Treasurer ,Jeremy N. Davis,Rep,"1,489",,"4,212",5701,,,
Black Hawk,Treasurer ,Jeremy N. Davis,Rep,"6,359",,"12,823",19182,,,
Boone,Treasurer ,Jeremy N. Davis,Rep,"1,954",,"2,861",4815,,,
Bremer,Treasurer ,Jeremy N. Davis,Rep,"1,661",,"3,458",5119,,,
Buchanan,Treasurer ,Jeremy N. Davis,Rep,"1,113",,"2,337",3450,,,
Buena Vista,Treasurer ,Jeremy N. Davis,Rep,978,,"2,055",3033,,,
Butler,Treasurer ,Jeremy N. Davis,Rep,"1,108",,"2,285",3393,,,
Calhoun,Treasurer ,Jeremy N. Davis,Rep,656,,"1,442",2098,,,
Carroll,Treasurer ,Jeremy N. Davis,Rep,"1,362",,"2,540",3902,,,
Cass,Treasurer ,Jeremy N. Davis,Rep,"1,200",,"2,096",3296,,,
Cedar,Treasurer ,Jeremy N. Davis,Rep,"1,242",,"2,448",3690,,,
Cerro Gordo,Treasurer ,Jeremy N. Davis,Rep,"2,650",,"4,725",7375,,,
Cherokee,Treasurer ,Jeremy N. Davis,Rep,"1,083",,"1,635",2718,,,
Chickasaw,Treasurer ,Jeremy N. Davis,Rep,913,,"1,283",2196,,,
Clarke,Treasurer ,Jeremy N. Davis,Rep,594,,"1,195",1789,,,
Clay,Treasurer ,Jeremy N. Davis,Rep,"1,511",,"2,169",3680,,,
Clayton,Treasurer ,Jeremy N. Davis,Rep,"1,217",,"2,360",3577,,,
Clinton,Treasurer ,Jeremy N. Davis,Rep,"2,964",,"4,907",7871,,,
Crawford,Treasurer ,Jeremy N. Davis,Rep,"1,058",,"1,659",2717,,,
Dallas,Treasurer ,Jeremy N. Davis,Rep,"6,521",,"10,995",17516,,,
Davis,Treasurer ,Jeremy N. Davis,Rep,568,,"1,071",1639,,,
Decatur,Treasurer ,Jeremy N. Davis,Rep,412,,"1,073",1485,,,
Delaware,Treasurer ,Jeremy N. Davis,Rep,"1,319",,"2,518",3837,,,
Des Moines,Treasurer ,Jeremy N. Davis,Rep,"2,392",,"3,725",6117,,,
Dickinson,Treasurer ,Jeremy N. Davis,Rep,"2,316",,"2,547",4863,,,
Dubuque,Treasurer ,Jeremy N. Davis,Rep,"6,386",,"10,070",16456,,,
Emmet,Treasurer ,Jeremy N. Davis,Rep,542,,"1,364",1906,,,
Fayette,Treasurer ,Jeremy N. Davis,Rep,"1,186",,"2,364",3550,,,
Floyd,Treasurer ,Jeremy N. Davis,Rep,938,,"1,761",2699,,,
Franklin,Treasurer ,Jeremy N. Davis,Rep,686,,"1,515",2201,,,
Fremont,Treasurer ,Jeremy N. Davis,Rep,645,,"1,107",1752,,,
Greene,Treasurer ,Jeremy N. Davis,Rep,705,,"1,124",1829,,,
Grundy,Treasurer ,Jeremy N. Davis,Rep,972,,"2,296",3268,,,
Guthrie,Treasurer ,Jeremy N. Davis,Rep,809,,"1,646",2455,,,
Hamilton,Treasurer ,Jeremy N. Davis,Rep,"1,040",,"1,956",2996,,,
Hancock,Treasurer ,Jeremy N. Davis,Rep,749,,"1,927",2676,,,
Hardin,Treasurer ,Jeremy N. Davis,Rep,"1,392",,"2,179",3571,,,
Harrison,Treasurer ,Jeremy N. Davis,Rep,"1,022",,"2,507",3529,,,
Henry,Treasurer ,Jeremy N. Davis,Rep,"1,741",,"2,205",3946,,,
Howard,Treasurer ,Jeremy N. Davis,Rep,433,,"1,088",1521,,,
Humboldt,Treasurer ,Jeremy N. Davis,Rep,806,,"1,468",2274,,,
Ida,Treasurer ,Jeremy N. Davis,Rep,452,,"1,336",1788,,,
Iowa,Treasurer ,Jeremy N. Davis,Rep,"1,100",,"2,681",3781,,,
Jackson,Treasurer ,Jeremy N. Davis,Rep,"1,359",,"2,284",3643,,,
Jasper,Treasurer ,Jeremy N. Davis,Rep,"2,341",,"4,491",6832,,,
Jefferson,Treasurer ,Jeremy N. Davis,Rep,"1,025",,"1,603",2628,,,
Johnson,Treasurer ,Jeremy N. Davis,Rep,"5,866",,"10,311",16177,,,
Jones,Treasurer ,Jeremy N. Davis,Rep,"1,395",,"2,704",4099,,,
Keokuk,Treasurer ,Jeremy N. Davis,Rep,604,,"1,617",2221,,,
Kossuth,Treasurer ,Jeremy N. Davis,Rep,"1,259",,"2,342",3601,,,
Lee,Treasurer ,Jeremy N. Davis,Rep,"2,286",,"3,347",5633,,,
Linn,Treasurer ,Jeremy N. Davis,Rep,"10,724",,"24,274",34998,,,
Louisa,Treasurer ,Jeremy N. Davis,Rep,666,,"1,390",2056,,,
Lucas,Treasurer ,Jeremy N. Davis,Rep,788,,"1,169",1957,,,
Lyon,Treasurer ,Jeremy N. Davis,Rep,"1,233",,"2,722",3955,,,
Madison,Treasurer ,Jeremy N. Davis,Rep,"1,462",,"2,392",3854,,,
Mahaska,Treasurer ,Jeremy N. Davis,Rep,"2,120",,"2,827",4947,,,
Marion,Treasurer ,Jeremy N. Davis,Rep,"3,158",,"5,008",8166,,,
Marshall,Treasurer ,Jeremy N. Davis,Rep,"2,271",,"3,573",5844,,,
Mills,Treasurer ,Jeremy N. Davis,Rep,"1,637",,"2,098",3735,,,
Mitchell,Treasurer ,Jeremy N. Davis,Rep,719,,"1,344",2063,,,
Monona,Treasurer ,Jeremy N. Davis,Rep,655,,"1,323",1978,,,
Monroe,Treasurer ,Jeremy N. Davis,Rep,579,,981,1560,,,
Montgomery,Treasurer ,Jeremy N. Davis,Rep,875,,"1,481",2356,,,
Muscatine,Treasurer ,Jeremy N. Davis,Rep,"2,722",,"3,961",6683,,,
O'Brien,Treasurer ,Jeremy N. Davis,Rep,"1,127",,"2,800",3927,,,
Osceola,Treasurer ,Jeremy N. Davis,Rep,457,,"1,236",1693,,,
Page,Treasurer ,Jeremy N. Davis,Rep,"1,240",,"2,212",3452,,,
Palo Alto,Treasurer ,Jeremy N. Davis,Rep,741,,"1,073",1814,,,
Plymouth,Treasurer ,Jeremy N. Davis,Rep,"2,638",,"4,221",6859,,,
Pocahontas,Treasurer ,Jeremy N. Davis,Rep,497,,"1,100",1597,,,
Polk,Treasurer ,Jeremy N. Davis,Rep,"22,465",,"42,232",64697,,,
Pottawattamie,Treasurer ,Jeremy N. Davis,Rep,"6,750",,"10,970",17720,,,
Poweshiek,Treasurer ,Jeremy N. Davis,Rep,"1,168",,"1,931",3099,,,
Ringgold,Treasurer ,Jeremy N. Davis,Rep,373,,748,1121,,,
Sac,Treasurer ,Jeremy N. Davis,Rep,611,,"1,658",2269,,,
Scott,Treasurer ,Jeremy N. Davis,Rep,"11,344",,"17,477",28821,,,
Shelby,Treasurer ,Jeremy N. Davis,Rep,"1,249",,"1,704",2953,,,
Sioux,Treasurer ,Jeremy N. Davis,Rep,"3,530",,"8,126",11656,,,
Story,Treasurer ,Jeremy N. Davis,Rep,"4,305",,"9,390",13695,,,
Tama,Treasurer ,Jeremy N. Davis,Rep,816,,"2,365",3181,,,
Taylor,Treasurer ,Jeremy N. Davis,Rep,435,,984,1419,,,
Union,Treasurer ,Jeremy N. Davis,Rep,991,,"1,367",2358,,,
Van Buren,Treasurer ,Jeremy N. Davis,Rep,448,,"1,258",1706,,,
Wapello,Treasurer ,Jeremy N. Davis,Rep,"1,932",,"3,600",5532,,,
Warren,Treasurer ,Jeremy N. Davis,Rep,"4,076",,"6,314",10390,,,
Washington,Treasurer ,Jeremy N. Davis,Rep,"1,694",,"2,819",4513,,,
Wayne,Treasurer ,Jeremy N. Davis,Rep,422,,874,1296,,,
Webster,Treasurer ,Jeremy N. Davis,Rep,"1,928",,"3,980",5908,,,
Winnebago,Treasurer ,Jeremy N. Davis,Rep,625,,"1,663",2288,,,
Winneshiek,Treasurer ,Jeremy N. Davis,Rep,"1,801",,"1,942",3743,,,
Woodbury,Treasurer ,Jeremy N. Davis,Rep,"6,695",,"9,741",16436,,,
Worth,Treasurer ,Jeremy N. Davis,Rep,370,,"1,268",1638,,,
Wright,Treasurer ,Jeremy N. Davis,Rep,892,,"1,604",2496,,,
Adair,Treasurer ,Michael L. Fitzgerald,Dem,703,,935,1638,,,
Adams,Treasurer ,Michael L. Fitzgerald,Dem,393,,401,794,,,
Allamakee,Treasurer ,Michael L. Fitzgerald,Dem,"1,312",,"1,292",2604,,,
Appanoose,Treasurer ,Michael L. Fitzgerald,Dem,"1,004",,"1,186",2190,,,
Audubon,Treasurer ,Michael L. Fitzgerald,Dem,539,,695,1234,,,
Benton,Treasurer ,Michael L. Fitzgerald,Dem,"1,695",,"3,677",5372,,,
Black Hawk,Treasurer ,Michael L. Fitzgerald,Dem,"13,486",,"18,135",31621,,,
Boone,Treasurer ,Michael L. Fitzgerald,Dem,"3,342",,"3,435",6777,,,
Bremer,Treasurer ,Michael L. Fitzgerald,Dem,"2,357",,"3,424",5781,,,
Buchanan,Treasurer ,Michael L. Fitzgerald,Dem,"1,847",,"2,779",4626,,,
Buena Vista,Treasurer ,Michael L. Fitzgerald,Dem,"1,232",,"1,908",3140,,,
Butler,Treasurer ,Michael L. Fitzgerald,Dem,812,,"1,654",2466,,,
Calhoun,Treasurer ,Michael L. Fitzgerald,Dem,723,,"1,274",1997,,,
Carroll,Treasurer ,Michael L. Fitzgerald,Dem,"1,937",,"2,421",4358,,,
Cass,Treasurer ,Michael L. Fitzgerald,Dem,883,,"1,294",2177,,,
Cedar,Treasurer ,Michael L. Fitzgerald,Dem,"1,606",,"2,412",4018,,,
Cerro Gordo,Treasurer ,Michael L. Fitzgerald,Dem,"4,809",,"6,035",10844,,,
Cherokee,Treasurer ,Michael L. Fitzgerald,Dem,"1,006",,"1,116",2122,,,
Chickasaw,Treasurer ,Michael L. Fitzgerald,Dem,"1,527",,"1,302",2829,,,
Clarke,Treasurer ,Michael L. Fitzgerald,Dem,732,,994,1726,,,
Clay,Treasurer ,Michael L. Fitzgerald,Dem,"1,446",,"1,421",2867,,,
Clayton,Treasurer ,Michael L. Fitzgerald,Dem,"1,478",,"2,494",3972,,,
Clinton,Treasurer ,Michael L. Fitzgerald,Dem,"4,910",,"4,707",9617,,,
Crawford,Treasurer ,Michael L. Fitzgerald,Dem,997,,"1,340",2337,,,
Dallas,Treasurer ,Michael L. Fitzgerald,Dem,"9,582",,"12,543",22125,,,
Davis,Treasurer ,Michael L. Fitzgerald,Dem,556,,800,1356,,,
Decatur,Treasurer ,Michael L. Fitzgerald,Dem,434,,875,1309,,,
Delaware,Treasurer ,Michael L. Fitzgerald,Dem,"1,335",,"2,124",3459,,,
Des Moines,Treasurer ,Michael L. Fitzgerald,Dem,"4,185",,"4,109",8294,,,
Dickinson,Treasurer ,Michael L. Fitzgerald,Dem,"1,958",,"1,628",3586,,,
Dubuque,Treasurer ,Michael L. Fitzgerald,Dem,"12,551",,"11,033",23584,,,
Emmet,Treasurer ,Michael L. Fitzgerald,Dem,642,,"1,004",1646,,,
Fayette,Treasurer ,Michael L. Fitzgerald,Dem,"1,742",,"2,555",4297,,,
Floyd,Treasurer ,Michael L. Fitzgerald,Dem,"1,505",,"1,853",3358,,,
Franklin,Treasurer ,Michael L. Fitzgerald,Dem,623,,"1,087",1710,,,
Fremont,Treasurer ,Michael L. Fitzgerald,Dem,418,,685,1103,,,
Greene,Treasurer ,Michael L. Fitzgerald,Dem,952,,"1,063",2015,,,
Grundy,Treasurer ,Michael L. Fitzgerald,Dem,726,,"1,561",2287,,,
Guthrie,Treasurer ,Michael L. Fitzgerald,Dem,914,,"1,407",2321,,,
Hamilton,Treasurer ,Michael L. Fitzgerald,Dem,"1,458",,"1,623",3081,,,
Hancock,Treasurer ,Michael L. Fitzgerald,Dem,677,,"1,244",1921,,,
Hardin,Treasurer ,Michael L. Fitzgerald,Dem,"1,560",,"1,825",3385,,,
Harrison,Treasurer ,Michael L. Fitzgerald,Dem,665,,"1,508",2173,,,
Henry,Treasurer ,Michael L. Fitzgerald,Dem,"1,615",,"1,570",3185,,,
Howard,Treasurer ,Michael L. Fitzgerald,Dem,739,,"1,227",1966,,,
Humboldt,Treasurer ,Michael L. Fitzgerald,Dem,694,,943,1637,,,
Ida,Treasurer ,Michael L. Fitzgerald,Dem,316,,697,1013,,,
Iowa,Treasurer ,Michael L. Fitzgerald,Dem,"1,308",,"2,165",3473,,,
Jackson,Treasurer ,Michael L. Fitzgerald,Dem,"2,070",,"2,266",4336,,,
Jasper,Treasurer ,Michael L. Fitzgerald,Dem,"3,812",,"4,712",8524,,,
Jefferson,Treasurer ,Michael L. Fitzgerald,Dem,"2,823",,"1,270",4093,,,
Johnson,Treasurer ,Michael L. Fitzgerald,Dem,"27,138",,"21,715",48853,,,
Jones,Treasurer ,Michael L. Fitzgerald,Dem,"1,680",,"2,473",4153,,,
Keokuk,Treasurer ,Michael L. Fitzgerald,Dem,507,,"1,136",1643,,,
Kossuth,Treasurer ,Michael L. Fitzgerald,Dem,"1,591",,"1,893",3484,,,
Lee,Treasurer ,Michael L. Fitzgerald,Dem,"3,415",,"3,103",6518,,,
Linn,Treasurer ,Michael L. Fitzgerald,Dem,"25,198",,"36,715",61913,,,
Louisa,Treasurer ,Michael L. Fitzgerald,Dem,607,,"1,017",1624,,,
Lucas,Treasurer ,Michael L. Fitzgerald,Dem,645,,859,1504,,,
Lyon,Treasurer ,Michael L. Fitzgerald,Dem,300,,661,961,,,
Madison,Treasurer ,Michael L. Fitzgerald,Dem,"1,630",,"1,772",3402,,,
Mahaska,Treasurer ,Michael L. Fitzgerald,Dem,"1,648",,"1,588",3236,,,
Marion,Treasurer ,Michael L. Fitzgerald,Dem,"2,923",,"3,313",6236,,,
Marshall,Treasurer ,Michael L. Fitzgerald,Dem,"3,893",,"4,245",8138,,,
Mills,Treasurer ,Michael L. Fitzgerald,Dem,"1,138",,"1,097",2235,,,
Mitchell,Treasurer ,Michael L. Fitzgerald,Dem,926,,"1,299",2225,,,
Monona,Treasurer ,Michael L. Fitzgerald,Dem,674,,931,1605,,,
Monroe,Treasurer ,Michael L. Fitzgerald,Dem,649,,818,1467,,,
Montgomery,Treasurer ,Michael L. Fitzgerald,Dem,602,,817,1419,,,
Muscatine,Treasurer ,Michael L. Fitzgerald,Dem,"3,555",,"4,114",7669,,,
O'Brien,Treasurer ,Michael L. Fitzgerald,Dem,451,,"1,172",1623,,,
Osceola,Treasurer ,Michael L. Fitzgerald,Dem,172,,429,601,,,
Page,Treasurer ,Michael L. Fitzgerald,Dem,861,,"1,144",2005,,,
Palo Alto,Treasurer ,Michael L. Fitzgerald,Dem,809,,980,1789,,,
Plymouth,Treasurer ,Michael L. Fitzgerald,Dem,"1,524",,"1,886",3410,,,
Pocahontas,Treasurer ,Michael L. Fitzgerald,Dem,529,,862,1391,,,
Polk,Treasurer ,Michael L. Fitzgerald,Dem,"61,037",,"71,999",133036,,,
Pottawattamie,Treasurer ,Michael L. Fitzgerald,Dem,"6,558",,"8,051",14609,,,
Poweshiek,Treasurer ,Michael L. Fitzgerald,Dem,"2,579",,"2,312",4891,,,
Ringgold,Treasurer ,Michael L. Fitzgerald,Dem,448,,647,1095,,,
Sac,Treasurer ,Michael L. Fitzgerald,Dem,526,,"1,269",1795,,,
Scott,Treasurer ,Michael L. Fitzgerald,Dem,"19,351",,"18,581",37932,,,
Shelby,Treasurer ,Michael L. Fitzgerald,Dem,859,,937,1796,,,
Sioux,Treasurer ,Michael L. Fitzgerald,Dem,890,,"1,639",2529,,,
Story,Treasurer ,Michael L. Fitzgerald,Dem,"11,722",,"15,239",26961,,,
Tama,Treasurer ,Michael L. Fitzgerald,Dem,"1,185",,"2,648",3833,,,
Taylor,Treasurer ,Michael L. Fitzgerald,Dem,320,,605,925,,,
Union,Treasurer ,Michael L. Fitzgerald,Dem,"1,172",,"1,074",2246,,,
Van Buren,Treasurer ,Michael L. Fitzgerald,Dem,325,,757,1082,,,
Wapello,Treasurer ,Michael L. Fitzgerald,Dem,"2,843",,"3,118",5961,,,
Warren,Treasurer ,Michael L. Fitzgerald,Dem,"6,192",,"6,379",12571,,,
Washington,Treasurer ,Michael L. Fitzgerald,Dem,"1,946",,"2,214",4160,,,
Wayne,Treasurer ,Michael L. Fitzgerald,Dem,374,,630,1004,,,
Webster,Treasurer ,Michael L. Fitzgerald,Dem,"3,200",,"4,404",7604,,,
Winnebago,Treasurer ,Michael L. Fitzgerald,Dem,757,,"1,403",2160,,,
Winneshiek,Treasurer ,Michael L. Fitzgerald,Dem,"3,521",,"2,213",5734,,,
Woodbury,Treasurer ,Michael L. Fitzgerald,Dem,"8,666",,"8,456",17122,,,
Worth,Treasurer ,Michael L. Fitzgerald,Dem,542,,"1,188",1730,,,
Wright,Treasurer ,Michael L. Fitzgerald,Dem,851,,"1,351",2202,,,
Adair,Treasurer ,Timothy Hird,Lib,23,,47,70,,,
Adams,Treasurer ,Timothy Hird,Lib,13,,17,30,,,
Allamakee,Treasurer ,Timothy Hird,Lib,49,,99,148,,,
Appanoose,Treasurer ,Timothy Hird,Lib,29,,57,86,,,
Audubon,Treasurer ,Timothy Hird,Lib,12,,38,50,,,
Benton,Treasurer ,Timothy Hird,Lib,49,,237,286,,,
Black Hawk,Treasurer ,Timothy Hird,Lib,327,,890,1217,,,
Boone,Treasurer ,Timothy Hird,Lib,102,,216,318,,,
Bremer,Treasurer ,Timothy Hird,Lib,71,,219,290,,,
Buchanan,Treasurer ,Timothy Hird,Lib,58,,155,213,,,
Buena Vista,Treasurer ,Timothy Hird,Lib,38,,116,154,,,
Butler,Treasurer ,Timothy Hird,Lib,23,,108,131,,,
Calhoun,Treasurer ,Timothy Hird,Lib,31,,54,85,,,
Carroll,Treasurer ,Timothy Hird,Lib,58,,121,179,,,
Cass,Treasurer ,Timothy Hird,Lib,37,,71,108,,,
Cedar,Treasurer ,Timothy Hird,Lib,52,,143,195,,,
Cerro Gordo,Treasurer ,Timothy Hird,Lib,125,,276,401,,,
Cherokee,Treasurer ,Timothy Hird,Lib,35,,69,104,,,
Chickasaw,Treasurer ,Timothy Hird,Lib,41,,59,100,,,
Clarke,Treasurer ,Timothy Hird,Lib,20,,68,88,,,
Clay,Treasurer ,Timothy Hird,Lib,41,,101,142,,,
Clayton,Treasurer ,Timothy Hird,Lib,56,,148,204,,,
Clinton,Treasurer ,Timothy Hird,Lib,125,,281,406,,,
Crawford,Treasurer ,Timothy Hird,Lib,41,,62,103,,,
Dallas,Treasurer ,Timothy Hird,Lib,264,,665,929,,,
Davis,Treasurer ,Timothy Hird,Lib,17,,53,70,,,
Decatur,Treasurer ,Timothy Hird,Lib,15,,60,75,,,
Delaware,Treasurer ,Timothy Hird,Lib,49,,126,175,,,
Des Moines,Treasurer ,Timothy Hird,Lib,90,,251,341,,,
Dickinson,Treasurer ,Timothy Hird,Lib,46,,95,141,,,
Dubuque,Treasurer ,Timothy Hird,Lib,386,,701,1087,,,
Emmet,Treasurer ,Timothy Hird,Lib,21,,65,86,,,
Fayette,Treasurer ,Timothy Hird,Lib,53,,157,210,,,
Floyd,Treasurer ,Timothy Hird,Lib,44,,95,139,,,
Franklin,Treasurer ,Timothy Hird,Lib,12,,58,70,,,
Fremont,Treasurer ,Timothy Hird,Lib,16,,54,70,,,
Greene,Treasurer ,Timothy Hird,Lib,29,,61,90,,,
Grundy,Treasurer ,Timothy Hird,Lib,11,,93,104,,,
Guthrie,Treasurer ,Timothy Hird,Lib,52,,101,153,,,
Hamilton,Treasurer ,Timothy Hird,Lib,45,,100,145,,,
Hancock,Treasurer ,Timothy Hird,Lib,23,,69,92,,,
Hardin,Treasurer ,Timothy Hird,Lib,50,,91,141,,,
Harrison,Treasurer ,Timothy Hird,Lib,32,,123,155,,,
Henry,Treasurer ,Timothy Hird,Lib,48,,116,164,,,
Howard,Treasurer ,Timothy Hird,Lib,30,,57,87,,,
Humboldt,Treasurer ,Timothy Hird,Lib,20,,57,77,,,
Ida,Treasurer ,Timothy Hird,Lib,12,,36,48,,,
Iowa,Treasurer ,Timothy Hird,Lib,38,,146,184,,,
Jackson,Treasurer ,Timothy Hird,Lib,79,,149,228,,,
Jasper,Treasurer ,Timothy Hird,Lib,91,,258,349,,,
Jefferson,Treasurer ,Timothy Hird,Lib,89,,114,203,,,
Johnson,Treasurer ,Timothy Hird,Lib,496,,"1,110",1606,,,
Jones,Treasurer ,Timothy Hird,Lib,48,,140,188,,,
Keokuk,Treasurer ,Timothy Hird,Lib,9,,69,78,,,
Kossuth,Treasurer ,Timothy Hird,Lib,44,,101,145,,,
Lee,Treasurer ,Timothy Hird,Lib,95,,189,284,,,
Linn,Treasurer ,Timothy Hird,Lib,852,,"2,377",3229,,,
Louisa,Treasurer ,Timothy Hird,Lib,20,,53,73,,,
Lucas,Treasurer ,Timothy Hird,Lib,16,,35,51,,,
Lyon,Treasurer ,Timothy Hird,Lib,14,,59,73,,,
Madison,Treasurer ,Timothy Hird,Lib,76,,149,225,,,
Mahaska,Treasurer ,Timothy Hird,Lib,51,,119,170,,,
Marion,Treasurer ,Timothy Hird,Lib,88,,241,329,,,
Marshall,Treasurer ,Timothy Hird,Lib,98,,212,310,,,
Mills,Treasurer ,Timothy Hird,Lib,79,,121,200,,,
Mitchell,Treasurer ,Timothy Hird,Lib,29,,73,102,,,
Monona,Treasurer ,Timothy Hird,Lib,25,,59,84,,,
Monroe,Treasurer ,Timothy Hird,Lib,18,,37,55,,,
Montgomery,Treasurer ,Timothy Hird,Lib,26,,61,87,,,
Muscatine,Treasurer ,Timothy Hird,Lib,109,,276,385,,,
O'Brien,Treasurer ,Timothy Hird,Lib,12,,81,93,,,
Osceola,Treasurer ,Timothy Hird,Lib,10,,25,35,,,
Page,Treasurer ,Timothy Hird,Lib,20,,63,83,,,
Palo Alto,Treasurer ,Timothy Hird,Lib,19,,31,50,,,
Plymouth,Treasurer ,Timothy Hird,Lib,50,,121,171,,,
Pocahontas,Treasurer ,Timothy Hird,Lib,14,,49,63,,,
Polk,Treasurer ,Timothy Hird,Lib,"1,496",,"3,458",4954,,,
Pottawattamie,Treasurer ,Timothy Hird,Lib,297,,635,932,,,
Poweshiek,Treasurer ,Timothy Hird,Lib,41,,120,161,,,
Ringgold,Treasurer ,Timothy Hird,Lib,6,,25,31,,,
Sac,Treasurer ,Timothy Hird,Lib,13,,71,84,,,
Scott,Treasurer ,Timothy Hird,Lib,485,,"1,190",1675,,,
Shelby,Treasurer ,Timothy Hird,Lib,43,,67,110,,,
Sioux,Treasurer ,Timothy Hird,Lib,46,,156,202,,,
Story,Treasurer ,Timothy Hird,Lib,259,,891,1150,,,
Tama,Treasurer ,Timothy Hird,Lib,38,,139,177,,,
Taylor,Treasurer ,Timothy Hird,Lib,6,,35,41,,,
Union,Treasurer ,Timothy Hird,Lib,51,,79,130,,,
Van Buren,Treasurer ,Timothy Hird,Lib,10,,43,53,,,
Wapello,Treasurer ,Timothy Hird,Lib,87,,189,276,,,
Warren,Treasurer ,Timothy Hird,Lib,155,,423,578,,,
Washington,Treasurer ,Timothy Hird,Lib,72,,150,222,,,
Wayne,Treasurer ,Timothy Hird,Lib,13,,25,38,,,
Webster,Treasurer ,Timothy Hird,Lib,74,,202,276,,,
Winnebago,Treasurer ,Timothy Hird,Lib,25,,92,117,,,
Winneshiek,Treasurer ,Timothy Hird,Lib,66,,103,169,,,
Woodbury,Treasurer ,Timothy Hird,Lib,263,,523,786,,,
Worth,Treasurer ,Timothy Hird,Lib,15,,85,100,,,
Wright,Treasurer ,Timothy Hird,Lib,29,,87,116,,,
Adair,Secretary of Agriculture,Mike Naig,Rep,814,,"1,307",2121,,,
Adams,Secretary of Agriculture,Mike Naig,Rep,542,,557,1099,,,
Allamakee,Secretary of Agriculture,Mike Naig,Rep,"1,252",,"1,923",3175,,,
Appanoose,Secretary of Agriculture,Mike Naig,Rep,"1,033",,"1,978",3011,,,
Audubon,Secretary of Agriculture,Mike Naig,Rep,687,,920,1607,,,
Benton,Secretary of Agriculture,Mike Naig,Rep,"1,771",,"4,883",6654,,,
Black Hawk,Secretary of Agriculture,Mike Naig,Rep,"7,395",,"14,954",22349,,,
Boone,Secretary of Agriculture,Mike Naig,Rep,"2,521",,"3,516",6037,,,
Bremer,Secretary of Agriculture,Mike Naig,Rep,"1,957",,"3,987",5944,,,
Buchanan,Secretary of Agriculture,Mike Naig,Rep,"1,453",,"2,832",4285,,,
Buena Vista,Secretary of Agriculture,Mike Naig,Rep,"1,300",,"2,717",4017,,,
Butler,Secretary of Agriculture,Mike Naig,Rep,"1,273",,"2,571",3844,,,
Calhoun,Secretary of Agriculture,Mike Naig,Rep,880,,"1,913",2793,,,
Carroll,Secretary of Agriculture,Mike Naig,Rep,"1,916",,"3,481",5397,,,
Cass,Secretary of Agriculture,Mike Naig,Rep,"1,377",,"2,399",3776,,,
Cedar,Secretary of Agriculture,Mike Naig,Rep,"1,463",,"2,905",4368,,,
Cerro Gordo,Secretary of Agriculture,Mike Naig,Rep,"3,095",,"5,338",8433,,,
Cherokee,Secretary of Agriculture,Mike Naig,Rep,"1,382",,"1,974",3356,,,
