office,district,candidate,party,reporting_level,jurisdiction,county,county_number,votes
US SENATE,,,REP,precinct,Brighton,Washington,92,357
US SENATE,,,OTH,precinct,Brighton,Washington,92,13
US SENATE,,,SC,precinct,Brighton,Washington,92,0
US REPRESENTATIVE,,,DEM,precinct,Brighton,Washington,92,89
US REPRESENTATIVE,,,REP,precinct,Brighton,Washington,92,39
US REPRESENTATIVE,,,OTH,precinct,Brighton,Washington,92,7
US REPRESENTATIVE,,,SC,precinct,Brighton,Washington,92,0
IOWA HOUSE,89,,DEM,precinct,Brighton,Washington,92,168
IOWA HOUSE,89,,REP,precinct,Brighton,Washington,92,274
IOWA HOUSE,89,,SC,precinct,Brighton,Washington,92,0
PRESIDENT,,,DEM,precinct,Crawford,Washington,92,97
PRESIDENT,,,REP,precinct,Crawford,Washington,92,198
PRESIDENT,,,OTH,precinct,Crawford,Washington,92,2
PRESIDENT,,,SC,precinct,Crawford,Washington,92,0
US SENATE,,,DEM,precinct,Crawford,Washington,92,42
US SENATE,,,REP,precinct,Crawford,Washington,92,244
US SENATE,,,OTH,precinct,Crawford,Washington,92,8
US SENATE,,,SC,precinct,Crawford,Washington,92,0
US REPRESENTATIVE,,,DEM,precinct,Crawford,Washington,92,44
US REPRESENTATIVE,,,REP,precinct,Crawford,Washington,92,38
US REPRESENTATIVE,,,OTH,precinct,Crawford,Washington,92,4
US REPRESENTATIVE,,,SC,precinct,Crawford,Washington,92,0
IOWA HOUSE,89,,DEM,precinct,Crawford,Washington,92,91
IOWA HOUSE,89,,REP,precinct,Crawford,Washington,92,199
IOWA HOUSE,89,,SC,precinct,Crawford,Washington,92,0
PRESIDENT,,,DEM,precinct,English River,Washington,92,123
PRESIDENT,,,REP,precinct,English River,Washington,92,265
PRESIDENT,,,OTH,precinct,English River,Washington,92,6
PRESIDENT,,,SC,precinct,English River,Washington,92,1
US SENATE,,,DEM,precinct,English River,Washington,92,72
US SENATE,,,REP,precinct,English River,Washington,92,304
US SENATE,,,OTH,precinct,English River,Washington,92,6
US SENATE,,,SC,precinct,English River,Washington,92,0
US REPRESENTATIVE,,,DEM,precinct,English River,Washington,92,76
US REPRESENTATIVE,,,REP,precinct,English River,Washington,92,83
US REPRESENTATIVE,,,OTH,precinct,English River,Washington,92,8
US REPRESENTATIVE,,,SC,precinct,English River,Washington,92,0
IOWA HOUSE,89,,DEM,precinct,English River,Washington,92,109
IOWA HOUSE,89,,REP,precinct,English River,Washington,92,268
IOWA HOUSE,89,,SC,precinct,English River,Washington,92,0
PRESIDENT,,,DEM,precinct,Iowa,Washington,92,509
PRESIDENT,,,REP,precinct,Iowa,Washington,92,364
PRESIDENT,,,OTH,precinct,Iowa,Washington,92,5
PRESIDENT,,,SC,precinct,Iowa,Washington,92,1
US SENATE,,,DEM,precinct,Iowa,Washington,92,281
US SENATE,,,REP,precinct,Iowa,Washington,92,558
US SENATE,,,OTH,precinct,Iowa,Washington,92,14
US SENATE,,,SC,precinct,Iowa,Washington,92,0
US REPRESENTATIVE,,,DEM,precinct,Iowa,Washington,92,324
US REPRESENTATIVE,,,REP,precinct,Iowa,Washington,92,93
US REPRESENTATIVE,,,OTH,precinct,Iowa,Washington,92,14
US REPRESENTATIVE,,,SC,precinct,Iowa,Washington,92,0
IOWA HOUSE,89,,DEM,precinct,Iowa,Washington,92,474
IOWA HOUSE,89,,REP,precinct,Iowa,Washington,92,363
IOWA HOUSE,89,,SC,precinct,Iowa,Washington,92,0
PRESIDENT,,,DEM,precinct,Kalona,Washington,92,314
PRESIDENT,,,REP,precinct,Kalona,Washington,92,608
PRESIDENT,,,OTH,precinct,Kalona,Washington,92,10
PRESIDENT,,,SC,precinct,Kalona,Washington,92,1
US SENATE,,,DEM,precinct,Kalona,Washington,92,167
US SENATE,,,REP,precinct,Kalona,Washington,92,729
US SENATE,,,OTH,precinct,Kalona,Washington,92,19
US SENATE,,,SC,precinct,Kalona,Washington,92,0
US REPRESENTATIVE,,,DEM,precinct,Kalona,Washington,92,189
US REPRESENTATIVE,,,REP,precinct,Kalona,Washington,92,08
US REPRESENTATIVE,,,OTH,precinct,Kalona,Washington,92,11
US REPRESENTATIVE,,,SC,precinct,Kalona,Washington,92,0
IOWA HOUSE,89,,DEM,precinct,Kalona,Washington,92,278
IOWA HOUSE,89,,REP,precinct,Kalona,Washington,92,622
IOWA HOUSE,89,,SC,precinct,Kalona,Washington,92,0
PRESIDENT,,,DEM,precinct,Lime Creek,Washington,92,307
PRESIDENT,,,REP,precinct,Lime Creek,Washington,92,486
PRESIDENT,,,OTH,precinct,Lime Creek,Washington,92,9
PRESIDENT,,,SC,precinct,Lime Creek,Washington,92,0
US SENATE,,,DEM,precinct,Lime Creek,Washington,92,145
US SENATE,,,REP,precinct,Lime Creek,Washington,92,621
US SENATE,,,OTH,precinct,Lime Creek,Washington,92,17
US SENATE,,,SC,precinct,Lime Creek,Washington,92,0
US REPRESENTATIVE,2,,DEM,precinct,Lime Creek,Washington,92,185
US REPRESENTATIVE,2,,REP,precinct,Lime Creek,Washington,92,578
US REPRESENTATIVE,2,,OTH,precinct,Lime Creek,Washington,92,8
US REPRESENTATIVE,2,,SC,precinct,Lime Creek,Washington,92,1
IOWA HOUSE,89,,DEM,precinct,Lime Creek,Washington,92,268
IOWA HOUSE,89,,REP,precinct,Lime Creek,Washington,92,511
IOWA HOUSE,89,,OTH,precinct,Lime Creek,Washington,92,0
IOWA HOUSE,89,,SC,precinct,Lime Creek,Washington,92,0
PRESIDENT,,,DEM,precinct,Washington Ward 1,Washington,92,239
PRESIDENT,,,REP,precinct,Washington Ward 1,Washington,92,352
PRESIDENT,,,OTH,precinct,Washington Ward 1,Washington,92,6
PRESIDENT,,,SC,precinct,Washington Ward 1,Washington,92,0
US SENATE,,,DEM,precinct,Washington Ward 1,Washington,92,87
US SENATE,,,REP,precinct,Washington Ward 1,Washington,92,496
US SENATE,,,OTH,precinct,Washington Ward 1,Washington,92,9
US SENATE,,,SC,precinct,Washington Ward 1,Washington,92,0
US REPRESENTATIVE,2,,DEM,precinct,Washington Ward 1,Washington,92,102
US REPRESENTATIVE,2,,REP,precinct,Washington Ward 1,Washington,92,471
US REPRESENTATIVE,2,,OTH,precinct,Washington Ward 1,Washington,92,10
US REPRESENTATIVE,2,,SC,precinct,Washington Ward 1,Washington,92,0
IOWA HOUSE,89,,DEM,precinct,Washington Ward 1,Washington,92,246
IOWA HOUSE,89,,REP,precinct,Washington Ward 1,Washington,92,348
IOWA HOUSE,89,,OTH,precinct,Washington Ward 1,Washington,92,0
IOWA HOUSE,89,,SC,precinct,Washington Ward 1,Washington,92,2
PRESIDENT,,,DEM,precinct,Washington Ward 2,Washington,92,276
PRESIDENT,,,REP,precinct,Washington Ward 2,Washington,92,296
PRESIDENT,,,OTH,precinct,Washington Ward 2,Washington,92,6
PRESIDENT,,,SC,precinct,Washington Ward 2,Washington,92,2
US SENATE,,,DEM,precinct,Washington Ward 2,Washington,92,119
US SENATE,,,REP,precinct,Washington Ward 2,Washington,92,428
US SENATE,,,OTH,precinct,Washington Ward 2,Washington,92,15
US SENATE,,,SC,precinct,Washington Ward 2,Washington,92,0
US REPRESENTATIVE,2,,DEM,precinct,Washington Ward 2,Washington,92,144
US REPRESENTATIVE,2,,REP,precinct,Washington Ward 2,Washington,92,397
US REPRESENTATIVE,2,,OTH,precinct,Washington Ward 2,Washington,92,6
US REPRESENTATIVE,2,,SC,precinct,Washington Ward 2,Washington,92,0
IOWA HOUSE,89,,DEM,precinct,Washington Ward 2,Washington,92,269
IOWA HOUSE,89,,REP,precinct,Washington Ward 2,Washington,92,298
IOWA HOUSE,89,,OTH,precinct,Washington Ward 2,Washington,92,0
IOWA HOUSE,89,,SC,precinct,Washington Ward 2,Washington,92,1
PRESIDENT,,,DEM,precinct,Washington Ward 3,Washington,92,272
PRESIDENT,,,REP,precinct,Washington Ward 3,Washington,92,384
PRESIDENT,,,OTH,precinct,Washington Ward 3,Washington,92,7
PRESIDENT,,,SC,precinct,Washington Ward 3,Washington,92,0
US SENATE,,,DEM,precinct,Washington Ward 3,Washington,92,89
US SENATE,,,REP,precinct,Washington Ward 3,Washington,92,556
US SENATE,,,OTH,precinct,Washington Ward 3,Washington,92,7
US SENATE,,,SC,precinct,Washington Ward 3,Washington,92,2
US REPRESENTATIVE,2,,DEM,precinct,Washington Ward 3,Washington,92,112
US REPRESENTATIVE,2,,REP,precinct,Washington Ward 3,Washington,92,514
US REPRESENTATIVE,2,,OTH,precinct,Washington Ward 3,Washington,92,9
US REPRESENTATIVE,2,,SC,precinct,Washington Ward 3,Washington,92,0
IOWA HOUSE,89,,DEM,precinct,Washington Ward 3,Washington,92,263
IOWA HOUSE,89,,REP,precinct,Washington Ward 3,Washington,92,393
IOWA HOUSE,89,,OTH,precinct,Washington Ward 3,Washington,92,0
IOWA HOUSE,89,,SC,precinct,Washington Ward 3,Washington,92,1
PRESIDENT,,,DEM,precinct,Washington Ward 4,Washington,92,267
PRESIDENT,,,REP,precinct,Washington Ward 4,Washington,92,373
PRESIDENT,,,OTH,precinct,Washington Ward 4,Washington,92,6
PRESIDENT,,,SC,precinct,Washington Ward 4,Washington,92,0
US SENATE,,,DEM,precinct,Washington Ward 4,Washington,92,108
US SENATE,,,REP,precinct,Washington Ward 4,Washington,92,512
US SENATE,,,OTH,precinct,Washington Ward 4,Washington,92,15
US SENATE,,,SC,precinct,Washington Ward 4,Washington,92,0
US REPRESENTATIVE,2,,DEM,precinct,Washington Ward 4,Washington,92,139
US REPRESENTATIVE,2,,REP,precinct,Washington Ward 4,Washington,92,480
US REPRESENTATIVE,2,,OTH,precinct,Washington Ward 4,Washington,92,11
US REPRESENTATIVE,2,,SC,precinct,Washington Ward 4,Washington,92,0
IOWA HOUSE,89,,DEM,precinct,Washington Ward 4,Washington,92,260
IOWA HOUSE,89,,REP,precinct,Washington Ward 4,Washington,92,379
IOWA HOUSE,89,,OTH,precinct,Washington Ward 4,Washington,92,0
IOWA HOUSE,89,,SC,precinct,Washington Ward 4,Washington,92,0
PRESIDENT,,,DEM,precinct,Washington,Washington,92,216
PRESIDENT,,,REP,precinct,Washington,Washington,92,420
PRESIDENT,,,OTH,precinct,Washington,Washington,92,9
PRESIDENT,,,SC,precinct,Washington,Washington,92,0
US SENATE,,,DEM,precinct,Washington,Washington,92,67
US SENATE,,,REP,precinct,Washington,Washington,92,560
US SENATE,,,OTH,precinct,Washington,Washington,92,10
US SENATE,,,SC,precinct,Washington,Washington,92,0
US REPRESENTATIVE,2,,DEM,precinct,Washington,Washington,92,92
US REPRESENTATIVE,2,,REP,precinct,Washington,Washington,92,528
US REPRESENTATIVE,2,,OTH,precinct,Washington,Washington,92,7
US REPRESENTATIVE,2,,SC,precinct,Washington,Washington,92,0
IOWA HOUSE,89,,DEM,precinct,Washington,Washington,92,189
IOWA HOUSE,89,,REP,precinct,Washington,Washington,92,447
IOWA HOUSE,89,,OTH,precinct,Washington,Washington,92,0
IOWA HOUSE,89,,SC,precinct,Washington,Washington,92,0
PRESIDENT,,,DEM,precinct,West Chester,Washington,92,175
PRESIDENT,,,REP,precinct,West Chester,Washington,92,427
PRESIDENT,,,OTH,precinct,West Chester,Washington,92,4
PRESIDENT,,,SC,precinct,West Chester,Washington,92,0
US SENATE,,,DEM,precinct,West Chester,Washington,92,56
US SENATE,,,REP,precinct,West Chester,Washington,92,525
US SENATE,,,OTH,precinct,West Chester,Washington,92,14
US SENATE,,,SC,precinct,West Chester,Washington,92,0
US REPRESENTATIVE,2,,DEM,precinct,West Chester,Washington,92,83
US REPRESENTATIVE,2,,REP,precinct,West Chester,Washington,92,497
US REPRESENTATIVE,2,,OTH,precinct,West Chester,Washington,92,8
US REPRESENTATIVE,2,,SC,precinct,West Chester,Washington,92,1
IOWA HOUSE,89,,DEM,precinct,West Chester,Washington,92,120
IOWA HOUSE,89,,REP,precinct,West Chester,Washington,92,473
IOWA HOUSE,89,,OTH,precinct,West Chester,Washington,92,0
IOWA HOUSE,89,,SC,precinct,West Chester,Washington,92,0
PRESIDENT,,,DEM,precinct,,Washington Total,,4595
PRESIDENT,,,REP,precinct,,Washington Total,,5977
PRESIDENT,,,OTH,precinct,,Washington Total,,109
PRESIDENT,,,SC,precinct,,Washington Total,,7
US SENATE,,,DEM,precinct,,Washington Total,,2190
US SENATE,,,REP,precinct,,Washington Total,,8082
US SENATE,,,OTH,precinct,,Washington Total,,216
US SENATE,,,SC,precinct,,Washington Total,,4
US REPRESENTATIVE,,,DEM,precinct,,Washington Total,,2587
US REPRESENTATIVE,,,REP,precinct,,Washington Total,,7554
US REPRESENTATIVE,,,OTH,precinct,,Washington Total,,165
US REPRESENTATIVE,,,SC,precinct,,Washington Total,,2
IOWA SENATE,,,DEM,precinct,,Washington Total,,0
IOWA SENATE,,,REP,precinct,,Washington Total,,0
IOWA SENATE,,,OTH,precinct,,Washington Total,,0
IOWA SENATE,,,SC,precinct,,Washington Total,,0
IOWA HOUSE,,,DEM,precinct,,Washington Total,,4279
IOWA HOUSE,,,REP,precinct,,Washington Total,,6175
IOWA HOUSE,,,OTH,precinct,,Washington Total,,0
IOWA HOUSE,,,SC,precinct,,Washington Total,,5
PRESIDENT,,,DEM,precinct,Absentee and Special Ballots,Wayne,93,362
PRESIDENT,,,REP,precinct,Absentee and Special Ballots,Wayne,93,407
PRESIDENT,,,OTH,precinct,Absentee and Special Ballots,Wayne,93,6
PRESIDENT,,,SC,precinct,Absentee and Special Ballots,Wayne,93,1
US SENATE,,,DEM,precinct,Absentee and Special Ballots,Wayne,93,229
US SENATE,,,REP,precinct,Absentee and Special Ballots,Wayne,93,527
US SENATE,,,OTH,precinct,Absentee and Special Ballots,Wayne,93,8
US SENATE,,,SC,precinct,Absentee and Special Ballots,Wayne,93,1
US REPRESENTATIVE,,,DEM,precinct,Absentee and Special Ballots,Wayne,93,277
US REPRESENTATIVE,,,REP,precinct,Absentee and Special Ballots,Wayne,93,450
US REPRESENTATIVE,,,OTH,precinct,Absentee and Special Ballots,Wayne,93,11
US REPRESENTATIVE,,,SC,precinct,Absentee and Special Ballots,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,Absentee and Special Ballots,Wayne,93,339
IOWA HOUSE,94,,REP,precinct,Absentee and Special Ballots,Wayne,93,416
IOWA HOUSE,94,,OTH,precinct,Absentee and Special Ballots,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,Absentee and Special Ballots,Wayne,93,0
PRESIDENT,,,DEM,precinct,Benton Corydon,Wayne,93,69
PRESIDENT,,,REP,precinct,Benton Corydon,Wayne,93,99
PRESIDENT,,,OTH,precinct,Benton Corydon,Wayne,93,0
PRESIDENT,,,SC,precinct,Benton Corydon,Wayne,93,0
US SENATE,,,DEM,precinct,Benton Corydon,Wayne,93,34
US SENATE,,,REP,precinct,Benton Corydon,Wayne,93,131
US SENATE,,,OTH,precinct,Benton Corydon,Wayne,93,1
US SENATE,,,SC,precinct,Benton Corydon,Wayne,93,0
US REPRESENTATIVE,,,DEM,precinct,Benton Corydon,Wayne,93,44
US REPRESENTATIVE,,,REP,precinct,Benton Corydon,Wayne,93,112
US REPRESENTATIVE,,,OTH,precinct,Benton Corydon,Wayne,93,2
US REPRESENTATIVE,,,SC,precinct,Benton Corydon,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,Benton Corydon,Wayne,93,69
IOWA HOUSE,94,,REP,precinct,Benton Corydon,Wayne,93,90
IOWA HOUSE,94,,OTH,precinct,Benton Corydon,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,Benton Corydon,Wayne,93,0
PRESIDENT,,,DEM,precinct,Corydon,Wayne,93,217
PRESIDENT,,,REP,precinct,Corydon,Wayne,93,306
PRESIDENT,,,OTH,precinct,Corydon,Wayne,93,3
PRESIDENT,,,SC,precinct,Corydon,Wayne,93,0
US SENATE,,,DEM,precinct,Corydon,Wayne,93,107
US SENATE,,,REP,precinct,Corydon,Wayne,93,395
US SENATE,,,OTH,precinct,Corydon,Wayne,93,9
US SENATE,,,SC,precinct,Corydon,Wayne,93,0
US REPRESENTATIVE,,,DEM,precinct,Corydon,Wayne,93,147
US REPRESENTATIVE,,,REP,precinct,Corydon,Wayne,93,343
US REPRESENTATIVE,,,OTH,precinct,Corydon,Wayne,93,8
US REPRESENTATIVE,,,SC,precinct,Corydon,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,Corydon,Wayne,93,239
IOWA HOUSE,94,,REP,precinct,Corydon,Wayne,93,252
IOWA HOUSE,94,,OTH,precinct,Corydon,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,Corydon,Wayne,93,0
PRESIDENT,,,DEM,precinct,Clinton Clio Jefferson,Wayne,93,52
PRESIDENT,,,REP,precinct,Clinton Clio Jefferson,Wayne,93,84
PRESIDENT,,,OTH,precinct,Clinton Clio Jefferson,Wayne,93,2
PRESIDENT,,,SC,precinct,Clinton Clio Jefferson,Wayne,93,0
US SENATE,,,DEM,precinct,Clinton Clio Jefferson,Wayne,93,24
US SENATE,,,REP,precinct,Clinton Clio Jefferson,Wayne,93,107
US SENATE,,,OTH,precinct,Clinton Clio Jefferson,Wayne,93,2
US SENATE,,,SC,precinct,Clinton Clio Jefferson,Wayne,93,0
US REPRESENTATIVE,,,DEM,precinct,Clinton Clio Jefferson,Wayne,93,37
US REPRESENTATIVE,,,REP,precinct,Clinton Clio Jefferson,Wayne,93,87
US REPRESENTATIVE,,,OTH,precinct,Clinton Clio Jefferson,Wayne,93,2
US REPRESENTATIVE,,,SC,precinct,Clinton Clio Jefferson,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,Clinton Clio Jefferson,Wayne,93,32
IOWA HOUSE,94,,REP,precinct,Clinton Clio Jefferson,Wayne,93,94
IOWA HOUSE,94,,OTH,precinct,Clinton Clio Jefferson,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,Clinton Clio Jefferson,Wayne,93,0
PRESIDENT,,,DEM,precinct,Grand River Lineville,Wayne,93,76
PRESIDENT,,,REP,precinct,Grand River Lineville,Wayne,93,53
PRESIDENT,,,OTH,precinct,Grand River Lineville,Wayne,93,0
PRESIDENT,,,SC,precinct,Grand River Lineville,Wayne,93,0
US SENATE,,,DEM,precinct,Grand River Lineville,Wayne,93,41
US SENATE,,,REP,precinct,Grand River Lineville,Wayne,93,84
US SENATE,,,OTH,precinct,Grand River Lineville,Wayne,93,2
US SENATE,,,SC,precinct,Grand River Lineville,Wayne,93,0
US REPRESENTATIVE,,,DEM,precinct,Grand River Lineville,Wayne,93,50
US REPRESENTATIVE,,,REP,precinct,Grand River Lineville,Wayne,93,66
US REPRESENTATIVE,,,OTH,precinct,Grand River Lineville,Wayne,93,0
US REPRESENTATIVE,,,SC,precinct,Grand River Lineville,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,Grand River Lineville,Wayne,93,62
IOWA HOUSE,94,,REP,precinct,Grand River Lineville,Wayne,93,58
IOWA HOUSE,94,,OTH,precinct,Grand River Lineville,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,Grand River Lineville,Wayne,93,0
PRESIDENT,,,DEM,precinct,Howard Jackson,Wayne,93,54
PRESIDENT,,,REP,precinct,Howard Jackson,Wayne,93,62
PRESIDENT,,,OTH,precinct,Howard Jackson,Wayne,93,1
PRESIDENT,,,SC,precinct,Howard Jackson,Wayne,93,0
US SENATE,,,DEM,precinct,Howard Jackson,Wayne,93,14
US SENATE,,,REP,precinct,Howard Jackson,Wayne,93,99
US SENATE,,,OTH,precinct,Howard Jackson,Wayne,93,4
US SENATE,,,SC,precinct,Howard Jackson,Wayne,93,0
US REPRESENTATIVE,,,DEM,precinct,Howard Jackson,Wayne,93,29
US REPRESENTATIVE,,,REP,precinct,Howard Jackson,Wayne,93,81
US REPRESENTATIVE,,,OTH,precinct,Howard Jackson,Wayne,93,0
US REPRESENTATIVE,,,SC,precinct,Howard Jackson,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,Howard Jackson,Wayne,93,45
IOWA HOUSE,94,,REP,precinct,Howard Jackson,Wayne,93,69
IOWA HOUSE,94,,OTH,precinct,Howard Jackson,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,Howard Jackson,Wayne,93,0
PRESIDENT,,,DEM,precinct,Richman Clay Humeston,Wayne,93,155
PRESIDENT,,,REP,precinct,Richman Clay Humeston,Wayne,93,178
PRESIDENT,,,OTH,precinct,Richman Clay Humeston,Wayne,93,3
PRESIDENT,,,SC,precinct,Richman Clay Humeston,Wayne,93,1
US SENATE,,,DEM,precinct,Richman Clay Humeston,Wayne,93,73
US SENATE,,,REP,precinct,Richman Clay Humeston,Wayne,93,255
US SENATE,,,OTH,precinct,Richman Clay Humeston,Wayne,93,6
US SENATE,,,SC,precinct,Richman Clay Humeston,Wayne,93,0
US REPRESENTATIVE,,,DEM,precinct,Richman Clay Humeston,Wayne,93,115
US REPRESENTATIVE,,,REP,precinct,Richman Clay Humeston,Wayne,93,205
US REPRESENTATIVE,,,OTH,precinct,Richman Clay Humeston,Wayne,93,4
US REPRESENTATIVE,,,SC,precinct,Richman Clay Humeston,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,Richman Clay Humeston,Wayne,93,154
IOWA HOUSE,94,,REP,precinct,Richman Clay Humeston,Wayne,93,157
IOWA HOUSE,94,,OTH,precinct,Richman Clay Humeston,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,Richman Clay Humeston,Wayne,93,1
PRESIDENT,,,DEM,precinct,Union Millerton Washington,Wayne,93,83
PRESIDENT,,,REP,precinct,Union Millerton Washington,Wayne,93,91
PRESIDENT,,,OTH,precinct,Union Millerton Washington,Wayne,93,1
PRESIDENT,,,SC,precinct,Union Millerton Washington,Wayne,93,0
US SENATE,,,DEM,precinct,Union Millerton Washington,Wayne,93,42
US SENATE,,,REP,precinct,Union Millerton Washington,Wayne,93,128
US SENATE,,,OTH,precinct,Union Millerton Washington,Wayne,93,0
US SENATE,,,SC,precinct,Union Millerton Washington,Wayne,93,0
US REPRESENTATIVE,,,DEM,precinct,Union Millerton Washington,Wayne,93,58
US REPRESENTATIVE,,,REP,precinct,Union Millerton Washington,Wayne,93,106
US REPRESENTATIVE,,,OTH,precinct,Union Millerton Washington,Wayne,93,1
US REPRESENTATIVE,,,SC,precinct,Union Millerton Washington,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,Union Millerton Washington,Wayne,93,81
IOWA HOUSE,94,,REP,precinct,Union Millerton Washington,Wayne,93,85
IOWA HOUSE,94,,OTH,precinct,Union Millerton Washington,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,Union Millerton Washington,Wayne,93,0
PRESIDENT,,,DEM,precinct,Monroe Seymour Walnut,Wayne,93,141
PRESIDENT,,,REP,precinct,Monroe Seymour Walnut,Wayne,93,172
PRESIDENT,,,OTH,precinct,Monroe Seymour Walnut,Wayne,93,1
PRESIDENT,,,SC,precinct,Monroe Seymour Walnut,Wayne,93,0
US SENATE,,,DEM,precinct,Monroe Seymour Walnut,Wayne,93,69
US SENATE,,,REP,precinct,Monroe Seymour Walnut,Wayne,93,242
US SENATE,,,OTH,precinct,Monroe Seymour Walnut,Wayne,93,0
US SENATE,,,SC,precinct,Monroe Seymour Walnut,Wayne,93,0
US REPRESENTATIVE,,,DEM,precinct,Monroe Seymour Walnut,Wayne,93,89
US REPRESENTATIVE,,,REP,precinct,Monroe Seymour Walnut,Wayne,93,208
US REPRESENTATIVE,,,OTH,precinct,Monroe Seymour Walnut,Wayne,93,5
US REPRESENTATIVE,,,SC,precinct,Monroe Seymour Walnut,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,Monroe Seymour Walnut,Wayne,93,120
IOWA HOUSE,94,,REP,precinct,Monroe Seymour Walnut,Wayne,93,171
IOWA HOUSE,94,,OTH,precinct,Monroe Seymour Walnut,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,Monroe Seymour Walnut,Wayne,93,0
PRESIDENT,,,DEM,precinct,Allerton Warren,Wayne,93,106
PRESIDENT,,,REP,precinct,Allerton Warren,Wayne,93,144
PRESIDENT,,,OTH,precinct,Allerton Warren,Wayne,93,1
PRESIDENT,,,SC,precinct,Allerton Warren,Wayne,93,0
US SENATE,,,DEM,precinct,Allerton Warren,Wayne,93,42
US SENATE,,,REP,precinct,Allerton Warren,Wayne,93,201
US SENATE,,,OTH,precinct,Allerton Warren,Wayne,93,5
US SENATE,,,SC,precinct,Allerton Warren,Wayne,93,0
US REPRESENTATIVE,,,DEM,precinct,Allerton Warren,Wayne,93,72
US REPRESENTATIVE,,,REP,precinct,Allerton Warren,Wayne,93,160
US REPRESENTATIVE,,,OTH,precinct,Allerton Warren,Wayne,93,3
US REPRESENTATIVE,,,SC,precinct,Allerton Warren,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,Allerton Warren,Wayne,93,103
IOWA HOUSE,94,,REP,precinct,Allerton Warren,Wayne,93,139
IOWA HOUSE,94,,OTH,precinct,Allerton Warren,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,Allerton Warren,Wayne,93,0
PRESIDENT,,,DEM,precinct,So Fork Promise City Wright,Wayne,93,64
PRESIDENT,,,REP,precinct,So Fork Promise City Wright,Wayne,93,137
PRESIDENT,,,OTH,precinct,So Fork Promise City Wright,Wayne,93,1
PRESIDENT,,,SC,precinct,So Fork Promise City Wright,Wayne,93,0
US SENATE,,,DEM,precinct,So Fork Promise City Wright,Wayne,93,38
US SENATE,,,REP,precinct,So Fork Promise City Wright,Wayne,93,164
US SENATE,,,OTH,precinct,So Fork Promise City Wright,Wayne,93,0
US SENATE,,,SC,precinct,So Fork Promise City Wright,Wayne,93,1
US REPRESENTATIVE,,,DEM,precinct,So Fork Promise City Wright,Wayne,93,50
US REPRESENTATIVE,,,REP,precinct,So Fork Promise City Wright,Wayne,93,145
US REPRESENTATIVE,,,OTH,precinct,So Fork Promise City Wright,Wayne,93,3
US REPRESENTATIVE,,,SC,precinct,So Fork Promise City Wright,Wayne,93,0
IOWA HOUSE,94,,DEM,precinct,So Fork Promise City Wright,Wayne,93,69
IOWA HOUSE,94,,REP,precinct,So Fork Promise City Wright,Wayne,93,121
IOWA HOUSE,94,,OTH,precinct,So Fork Promise City Wright,Wayne,93,0
IOWA HOUSE,94,,SC,precinct,So Fork Promise City Wright,Wayne,93,0
PRESIDENT,,,DEM,precinct,,Wayne Total,,1379
PRESIDENT,,,REP,precinct,,Wayne Total,,1733
PRESIDENT,,,OTH,precinct,,Wayne Total,,19
PRESIDENT,,,SC,precinct,,Wayne Total,,2
US SENATE,,,DEM,precinct,,Wayne Total,,713
US SENATE,,,REP,precinct,,Wayne Total,,2333
US SENATE,,,OTH,precinct,,Wayne Total,,37
US SENATE,,,SC,precinct,,Wayne Total,,2
US REPRESENTATIVE,,,DEM,precinct,,Wayne Total,,968
US REPRESENTATIVE,,,REP,precinct,,Wayne Total,,1963
US REPRESENTATIVE,,,OTH,precinct,,Wayne Total,,39
US REPRESENTATIVE,,,SC,precinct,,Wayne Total,,0
IOWA SENATE,,,DEM,precinct,,Wayne Total,,0
IOWA SENATE,,,REP,precinct,,Wayne Total,,0
IOWA SENATE,,,OTH,precinct,,Wayne Total,,0
IOWA SENATE,,,SC,precinct,,Wayne Total,,0
IOWA HOUSE,,,DEM,precinct,,Wayne Total,,1313
IOWA HOUSE,,,REP,precinct,,Wayne Total,,1652
IOWA HOUSE,,,OTH,precinct,,Wayne Total,,0
IOWA HOUSE,,,SC,precinct,,Wayne Total,,1
IOWA HOUSE,8,,DEM,precinct,Absentee and Special Ballots HD 8,Webster,94,102
IOWA HOUSE,8,,REP,precinct,Absentee and Special Ballots HD 8,Webster,94,0
