office,district,party,reporting_level,jurisdiction,county,county_num,votes
U.S REPRESENTATIVE,4,DEM,precinct,WASHINGTON 1,POLK,77,70
U.S REPRESENTATIVE,4,REP,precinct,WASHINGTON 1,POLK,77,115
U.S REPRESENTATIVE,4,SC,precinct,WASHINGTON 1,POLK,77,2
CONST. QUES,,YES,precinct,WASHINGTON 1,POLK,77,24
CONST. QUES,,NO,precinct,WASHINGTON 1,POLK,77,99
IOWA HOUSE,66,DEM,precinct,WASHINGTON 1,POLK,77,110
IOWA HOUSE,66,REP,precinct,WASHINGTON 1,POLK,77,73
IOWA HOUSE,66,SC,precinct,WASHINGTON 1,POLK,77,0
PRESIDENT,,DEM,precinct,WEBSTER 1,POLK,77,130
PRESIDENT,,REP,precinct,WEBSTER 1,POLK,77,155
PRESIDENT,,GREEN,precinct,WEBSTER 1,POLK,77,6
PRESIDENT,,SC,precinct,WEBSTER 1,POLK,77,1
U.S REPRESENTATIVE,4,DEM,precinct,WEBSTER 1,POLK,77,103
U.S REPRESENTATIVE,4,REP,precinct,WEBSTER 1,POLK,77,175
U.S REPRESENTATIVE,4,SC,precinct,WEBSTER 1,POLK,77,7
CONST. QUES,,YES,precinct,WEBSTER 1,POLK,77,57
CONST. QUES,,NO,precinct,WEBSTER 1,POLK,77,130
IOWA SENATE,38,DEM,precinct,WEBSTER 1,POLK,77,124
IOWA SENATE,38,REP,precinct,WEBSTER 1,POLK,77,151
IOWA SENATE,38,SC,precinct,WEBSTER 1,POLK,77,1
IOWA HOUSE,76,DEM,precinct,WEBSTER 1,POLK,77,134
IOWA HOUSE,76,REP,precinct,WEBSTER 1,POLK,77,141
IOWA HOUSE,76,SC,precinct,WEBSTER 1,POLK,77,0
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,561
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,407
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,30
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,6
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,464
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,499
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,23
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,224
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,457
IOWA HOUSE,74,REP,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,607
IOWA HOUSE,74,SC,precinct,WEST DES MOINES WARD 1 PCT 1,POLK,77,14
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,513
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,384
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,26
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,8
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,398
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,463
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,35
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,244
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,367
IOWA HOUSE,74,REP,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,573
IOWA HOUSE,74,SC,precinct,WEST DES MOINES WARD 1 PCT 2,POLK,77,12
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,462
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,621
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,10
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,4
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,341
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,717
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,7
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,210
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,526
IOWA HOUSE,74,REP,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,771
IOWA HOUSE,74,SC,precinct,WEST DES MOINES WARD 1 PCT 3,POLK,77,4
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,462
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,473
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,28
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,8
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,354
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,560
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,24
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,240
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,383
IOWA HOUSE,74,REP,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,646
IOWA HOUSE,74,SC,precinct,WEST DES MOINES WARD 1 PCT 4,POLK,77,16
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,587
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,878
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,20
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,5
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,396
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,1026
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,22
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,341
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,656
IOWA HOUSE,74,REP,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,"1,149"
IOWA HOUSE,74,SC,precinct,WEST DES MOINES WARD 2 PCT 1,POLK,77,13
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,457
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,441
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,30
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,2
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,331
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,556
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,12
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,198
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,411
IOWA HOUSE,74,REP,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,630
IOWA HOUSE,74,SC,precinct,WEST DES MOINES WARD 2 PCT 2,POLK,77,6
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,366
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,448
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,14
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,3
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,251
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,551
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,11
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,204
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,375
IOWA HOUSE,74,REP,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,635
IOWA HOUSE,74,SC,precinct,WEST DES MOINES WARD 2 PCT 3,POLK,77,7
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,572
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,773
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,26
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,7
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,416
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,909
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,21
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,285
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,641
IOWA HOUSE,74,REP,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,"1,002"
IOWA HOUSE,74,SC,precinct,WEST DES MOINES WARD 2 PCT 4,POLK,77,18
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,685
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,1011
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,23
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,9
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,494
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,1179
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,15
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,404
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,779
IOWA HOUSE,73,DEM,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,517
IOWA HOUSE,73,REP,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,"1,131"
IOWA HOUSE,73,SC,precinct,WEST DES MOINES WARD 3 PCT 1,POLK,77,1
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,1312
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,2191
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,67
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,12
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,933
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,2530
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,38
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,822
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,"1,493"
IOWA HOUSE,73,DEM,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,"1,057"
IOWA HOUSE,73,REP,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,"2,314"
IOWA HOUSE,73,SC,precinct,WEST DES MOINES WARD 3 PCT 2,POLK,77,5
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,285
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,466
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,14
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,2
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,195
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,542
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,13
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,170
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,338
IOWA HOUSE,74,REP,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,595
IOWA HOUSE,74,SC,precinct,WEST DES MOINES WARD 3 PCT 3,POLK,77,10
PRESIDENT,,DEM,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,659
PRESIDENT,,REP,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,881
PRESIDENT,,GREEN,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,28
PRESIDENT,,SC,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,5
U.S REPRESENTATIVE,4,DEM,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,447
U.S REPRESENTATIVE,4,REP,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,1072
U.S REPRESENTATIVE,4,SC,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,20
CONST. QUES,,YES,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,317
CONST. QUES,,NO,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,772
IOWA HOUSE,74,REP,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,"1,168"
IOWA HOUSE,74,SC,precinct,WEST DES MOINES WARD 3 PCT 4,POLK,77,12
PRESIDENT,,DEM,precinct,WINDSOR HEIGHTS 1,POLK,77,362
PRESIDENT,,REP,precinct,WINDSOR HEIGHTS 1,POLK,77,401
PRESIDENT,,GREEN,precinct,WINDSOR HEIGHTS 1,POLK,77,14
PRESIDENT,,SC,precinct,WINDSOR HEIGHTS 1,POLK,77,8
U.S REPRESENTATIVE,4,DEM,precinct,WINDSOR HEIGHTS 1,POLK,77,267
U.S REPRESENTATIVE,4,REP,precinct,WINDSOR HEIGHTS 1,POLK,77,498
U.S REPRESENTATIVE,4,SC,precinct,WINDSOR HEIGHTS 1,POLK,77,7
CONST. QUES,,YES,precinct,WINDSOR HEIGHTS 1,POLK,77,134
CONST. QUES,,NO,precinct,WINDSOR HEIGHTS 1,POLK,77,340
IOWA SENATE,38,DEM,precinct,WINDSOR HEIGHTS 1,POLK,77,292
IOWA SENATE,38,REP,precinct,WINDSOR HEIGHTS 1,POLK,77,460
IOWA SENATE,38,SC,precinct,WINDSOR HEIGHTS 1,POLK,77,2
IOWA HOUSE,75,DEM,precinct,WINDSOR HEIGHTS 1,POLK,77,295
IOWA HOUSE,75,REP,precinct,WINDSOR HEIGHTS 1,POLK,77,462
IOWA HOUSE,75,SC,precinct,WINDSOR HEIGHTS 1,POLK,77,2
PRESIDENT,,DEM,precinct,WINDSOR HEIGHTS 2,POLK,77,333
PRESIDENT,,REP,precinct,WINDSOR HEIGHTS 2,POLK,77,348
PRESIDENT,,GREEN,precinct,WINDSOR HEIGHTS 2,POLK,77,19
PRESIDENT,,SC,precinct,WINDSOR HEIGHTS 2,POLK,77,5
U.S REPRESENTATIVE,4,DEM,precinct,WINDSOR HEIGHTS 2,POLK,77,242
U.S REPRESENTATIVE,4,REP,precinct,WINDSOR HEIGHTS 2,POLK,77,435
U.S REPRESENTATIVE,4,SC,precinct,WINDSOR HEIGHTS 2,POLK,77,15
CONST. QUES,,YES,precinct,WINDSOR HEIGHTS 2,POLK,77,157
CONST. QUES,,NO,precinct,WINDSOR HEIGHTS 2,POLK,77,373
IOWA SENATE,38,DEM,precinct,WINDSOR HEIGHTS 2,POLK,77,287
IOWA SENATE,38,REP,precinct,WINDSOR HEIGHTS 2,POLK,77,388
IOWA SENATE,38,SC,precinct,WINDSOR HEIGHTS 2,POLK,77,1
IOWA HOUSE,75,DEM,precinct,WINDSOR HEIGHTS 2,POLK,77,247
IOWA HOUSE,75,REP,precinct,WINDSOR HEIGHTS 2,POLK,77,428
IOWA HOUSE,75,SC,precinct,WINDSOR HEIGHTS 2,POLK,77,2
PRESIDENT,,DEM,precinct,WINDSOR HEIGHTS 3,POLK,77,486
PRESIDENT,,REP,precinct,WINDSOR HEIGHTS 3,POLK,77,378
PRESIDENT,,GREEN,precinct,WINDSOR HEIGHTS 3,POLK,77,19
PRESIDENT,,SC,precinct,WINDSOR HEIGHTS 3,POLK,77,8
U.S REPRESENTATIVE,4,DEM,precinct,WINDSOR HEIGHTS 3,POLK,77,365
U.S REPRESENTATIVE,4,REP,precinct,WINDSOR HEIGHTS 3,POLK,77,493
U.S REPRESENTATIVE,4,SC,precinct,WINDSOR HEIGHTS 3,POLK,77,9
CONST. QUES,,YES,precinct,WINDSOR HEIGHTS 3,POLK,77,201
CONST. QUES,,NO,precinct,WINDSOR HEIGHTS 3,POLK,77,369
IOWA SENATE,38,DEM,precinct,WINDSOR HEIGHTS 3,POLK,77,423
IOWA SENATE,38,REP,precinct,WINDSOR HEIGHTS 3,POLK,77,423
IOWA SENATE,38,SC,precinct,WINDSOR HEIGHTS 3,POLK,77,0
IOWA HOUSE,75,DEM,precinct,WINDSOR HEIGHTS 3,POLK,77,394
IOWA HOUSE,75,REP,precinct,WINDSOR HEIGHTS 3,POLK,77,453
IOWA HOUSE,75,SC,precinct,WINDSOR HEIGHTS 3,POLK,77,0
IOWA HOUSE,81,DEM,precinct,ABS & SP BALLOTS HSE 81,POTTAWATTAMIE,78,159
IOWA HOUSE,81,REP,precinct,ABS & SP BALLOTS HSE 81,POTTAWATTAMIE,78,241
IOWA HOUSE,81,SC,precinct,ABS & SP BALLOTS HSE 81,POTTAWATTAMIE,78,1
IOWA HOUSE,82,DEM,precinct,ABS & SP BALLOTS HSE 82,POTTAWATTAMIE,78,547
IOWA HOUSE,82,REP,precinct,ABS & SP BALLOTS HSE 82,POTTAWATTAMIE,78,785
IOWA HOUSE,82,SC,precinct,ABS & SP BALLOTS HSE 82,POTTAWATTAMIE,78,2
IOWA HOUSE,83,REP,precinct,ABS & SP BALLOTS HSE 83,POTTAWATTAMIE,78,"1,139"
IOWA HOUSE,83,SC,precinct,ABS & SP BALLOTS HSE 83,POTTAWATTAMIE,78,25
IOWA HOUSE,84,DEM,precinct,ABS & SP BALLOTS HSE 84,POTTAWATTAMIE,78,734
IOWA HOUSE,84,REP,precinct,ABS & SP BALLOTS HSE 84,POTTAWATTAMIE,78,"1,075"
IOWA HOUSE,84,SC,precinct,ABS & SP BALLOTS HSE 84,POTTAWATTAMIE,78,1
IOWA HOUSE,85,DEM,precinct,ABS & SP BALLOTS HSE 85,POTTAWATTAMIE,78,66
IOWA HOUSE,85,REP,precinct,ABS & SP BALLOTS HSE 85,POTTAWATTAMIE,78,314
IOWA HOUSE,85,SC,precinct,ABS & SP BALLOTS HSE 85,POTTAWATTAMIE,78,0
IOWA HOUSE,86,REP,precinct,ABS & SP BALLOTS HSE 86,POTTAWATTAMIE,78,26
IOWA HOUSE,86,SC,precinct,ABS & SP BALLOTS HSE 86,POTTAWATTAMIE,78,1
IOWA SENATE,42,DEM,precinct,ABS & SP BALLOTS SEN 42,POTTAWATTAMIE,78,"1,849"
IOWA SENATE,42,REP,precinct,ABS & SP BALLOTS SEN 42,POTTAWATTAMIE,78,"1,662"
IOWA SENATE,42,SC,precinct,ABS & SP BALLOTS SEN 42,POTTAWATTAMIE,78,2
PRESIDENT,,DEM,precinct,ABSENTEE & SPECIAL BALLOTS,POTTAWATTAMIE,78,"2,526"
PRESIDENT,,REP,precinct,ABSENTEE & SPECIAL BALLOTS,POTTAWATTAMIE,78,"3,093"
PRESIDENT,,GREEN,precinct,ABSENTEE & SPECIAL BALLOTS,POTTAWATTAMIE,78,98
PRESIDENT,,SC,precinct,ABSENTEE & SPECIAL BALLOTS,POTTAWATTAMIE,78,40
U.S REPRESENTATIVE,4,DEM,precinct,ABSENTEE & SPECIAL BALLOTS,POTTAWATTAMIE,78,"1,973"
U.S REPRESENTATIVE,4,REP,precinct,ABSENTEE & SPECIAL BALLOTS,POTTAWATTAMIE,78,"3,590"
U.S REPRESENTATIVE,4,SC,precinct,ABSENTEE & SPECIAL BALLOTS,POTTAWATTAMIE,78,83
CONST. QUES,,YES,precinct,ABSENTEE & SPECIAL BALLOTS,POTTAWATTAMIE,78,"1,155"
CONST. QUES,,NO,precinct,ABSENTEE & SPECIAL BALLOTS,POTTAWATTAMIE,78,"3,154"
PRESIDENT,,DEM,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,180
PRESIDENT,,REP,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,481
PRESIDENT,,GREEN,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,7
PRESIDENT,,SC,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,3
U.S REPRESENTATIVE,4,DEM,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,125
U.S REPRESENTATIVE,4,REP,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,510
U.S REPRESENTATIVE,4,SC,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,15
CONST. QUES,,YES,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,116
CONST. QUES,,NO,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,367
IOWA HOUSE,85,DEM,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,128
IOWA HOUSE,85,REP,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,529
IOWA HOUSE,85,SC,precinct,BELKNAP CENTER,POTTAWATTAMIE,78,0
PRESIDENT,,DEM,precinct,BOOMER,POTTAWATTAMIE,78,74
PRESIDENT,,REP,precinct,BOOMER,POTTAWATTAMIE,78,157
PRESIDENT,,GREEN,precinct,BOOMER,POTTAWATTAMIE,78,7
PRESIDENT,,SC,precinct,BOOMER,POTTAWATTAMIE,78,2
U.S REPRESENTATIVE,4,DEM,precinct,BOOMER,POTTAWATTAMIE,78,53
U.S REPRESENTATIVE,4,REP,precinct,BOOMER,POTTAWATTAMIE,78,177
U.S REPRESENTATIVE,4,SC,precinct,BOOMER,POTTAWATTAMIE,78,4
CONST. QUES,,YES,precinct,BOOMER,POTTAWATTAMIE,78,47
CONST. QUES,,NO,precinct,BOOMER,POTTAWATTAMIE,78,126
IOWA HOUSE,82,DEM,precinct,BOOMER,POTTAWATTAMIE,78,71
IOWA HOUSE,82,REP,precinct,BOOMER,POTTAWATTAMIE,78,157
IOWA HOUSE,82,SC,precinct,BOOMER,POTTAWATTAMIE,78,0
PRESIDENT,,DEM,precinct,CARSON,POTTAWATTAMIE,78,154
PRESIDENT,,REP,precinct,CARSON,POTTAWATTAMIE,78,242
PRESIDENT,,GREEN,precinct,CARSON,POTTAWATTAMIE,78,6
PRESIDENT,,SC,precinct,CARSON,POTTAWATTAMIE,78,4
U.S REPRESENTATIVE,4,DEM,precinct,CARSON,POTTAWATTAMIE,78,85
U.S REPRESENTATIVE,4,REP,precinct,CARSON,POTTAWATTAMIE,78,291
U.S REPRESENTATIVE,4,SC,precinct,CARSON,POTTAWATTAMIE,78,8
CONST. QUES,,YES,precinct,CARSON,POTTAWATTAMIE,78,84
CONST. QUES,,NO,precinct,CARSON,POTTAWATTAMIE,78,212
IOWA HOUSE,85,DEM,precinct,CARSON,POTTAWATTAMIE,78,67
IOWA HOUSE,85,REP,precinct,CARSON,POTTAWATTAMIE,78,332
IOWA HOUSE,85,SC,precinct,CARSON,POTTAWATTAMIE,78,0
PRESIDENT,,DEM,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,522
PRESIDENT,,REP,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,482
PRESIDENT,,GREEN,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,36
PRESIDENT,,SC,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,6
U.S REPRESENTATIVE,4,DEM,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,412
U.S REPRESENTATIVE,4,REP,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,562
U.S REPRESENTATIVE,4,SC,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,39
CONST. QUES,,YES,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,244
CONST. QUES,,NO,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,512
IOWA SENATE,42,DEM,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,588
IOWA SENATE,42,REP,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,448
IOWA SENATE,42,SC,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,0
IOWA HOUSE,83,REP,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,717
IOWA HOUSE,83,SC,precinct,CARTER LAKE CITY,POTTAWATTAMIE,78,10
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,426
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,410
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,19
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,8
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,324
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,487
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,29
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,212
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,460
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,463
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,398
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,0
IOWA HOUSE,83,REP,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,602
IOWA HOUSE,83,SC,precinct,COUNCIL BLUFFS 1,POTTAWATTAMIE,78,7
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,331
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,321
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,7
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,3
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,250
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,391
